Event	ID	Name			Wwise Object Path	Notes
	180882985	Play_2d_pv068_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv068_3D_Resurrect	
	181989912	Play_2d_pv061_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv061_3D_BossDead	
	184990238	Play_2d_pv011_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv011_3D_Dead	
	187563613	Play_SP_Honoo_Onibi			\Default Work Unit\SE\SKILL\Play_SP_Honoo_Onibi	
	188866719	Play_2d_pv050_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv050_3D_Dead	
	189506087	Play_2d_pv109_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv109_3D	
	195808793	Play_2d_pv129_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv129_3D_BossDead	
	197600198	Play_2d_pv016_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv016_3D_BossDead	
	200533784	Play_2d_pv013_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv013_3D_EnemyDead	
	202132276	Play_SE_BATTLE_FINAL_BOSS_END			\Default Work Unit\SE\BATTLE\Play_SE_BATTLE_FINAL_BOSS_END	
	209137013	Play_SE_SPARRING_HIT			\Default Work Unit\SE\SPARRING\Play_SE_SPARRING_HIT	
	214243037	Play_SP_Iwa_Rokkukatto			\Default Work Unit\SE\SKILL\Play_SP_Iwa_Rokkukatto	
	217358901	Play_SP_Kakutou_Zigokuguruma			\Default Work Unit\SE\SKILL\Play_SP_Kakutou_Zigokuguruma	
	218030339	Play_2d_pv130_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv130_3D	
	221073812	Play_SP_Jimen_Dorobakudan			\Default Work Unit\SE\SKILL\Play_SP_Jimen_Dorobakudan	
	222990771	Play_2d_pv098_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv098_3D_Dead	
	225526817	Play_BGM_Opening			\Default Work Unit\BGM\Play_BGM_Opening	
	233824633	Play_SP_Koori_Reitoubiimu_Hit			\Default Work Unit\SE\SKILL\Play_SP_Koori_Reitoubiimu_Hit	
	234218546	Play_2d_pv111_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv111_3D_Resurrect	
	235326593	Play_2d_pv007_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv007_3D_EnemyDead	
	235707729	Play_2d_pv002_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv002_3D	
	239493662	Play_SE_WORLD_DUNGEON_CLEAR			\Default Work Unit\SE\WORLD\Play_SE_WORLD_DUNGEON_CLEAR	
	244988075	Play_SP_Mizu_Karanikomoru			\Default Work Unit\SE\SKILL\Play_SP_Mizu_Karanikomoru	
	245853617	Play_2d_pv061_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv061_3D_EnemyDead	
	247764204	Play_2d_pv126_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv126_3D	
	256787113	Play_2d_pv143_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv143_3D_BossDead	
	257530115	Play_SP_Doku_Hedorobakudan_Hit			\Default Work Unit\SE\SKILL\Play_SP_Doku_Hedorobakudan_Hit	
	260765023	Play_2d_pv145_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv145_3D	
	270500485	Play_BM_Jimen			\Default Work Unit\SE\SKILL\Play_BM_Jimen	
	276725684	Play_2d_pv071_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv071_3D_Dead	
	282967946	Play_2d_pv019_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv019_3D_EnemyDead	
	286597960	Play_2d_pv131_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv131_3D	
	287301369	Play_2d_pv050_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv050_3D_EnemyDead	
	296532140	Play_SE_STORY_BREAKDOWN			\Default Work Unit\SE\STORY\Play_SE_STORY_BREAKDOWN	
	298844289	Play_BM_Denki			\Default Work Unit\SE\SKILL\Play_BM_Denki	
	310610432	Play_BM_Kusa			\Default Work Unit\SE\SKILL\Play_BM_Kusa	
	315173438	Play_2d_pv137_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv137_3D	
	316567661	Play_2d_pv028_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv028_3D_Resurrect	
	317727600	Play_SP_Denki_Zyuumanboruto			\Default Work Unit\SE\SKILL\Play_SP_Denki_Zyuumanboruto	
	320402290	Play_2d_pv033_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv033_3D_Dead	
	322547671	Play_2d_pv120_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv120_3D_Dead	
	323080101	Play_SE_BASE_COOK_METER_END			\Default Work Unit\SE\BASE\Play_SE_BASE_COOK_METER_END	
	326755679	Play_2d_pv031_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv031_3D_BossDead	
	335733137	Play_2d_pv009_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv009_3D_Dead	
	339202902	Play_2d_pv124_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv124_3D_Resurrect	
	339235274	Play_2d_pv143_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv143_3D_Dead	
	339292308	Play_2d_pv045_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv045_3D_Resurrect	
	341703360	Play_2d_pv084_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv084_3D_Dead	
	357883609	Play_2d_pv106_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv106_3D_EnemyDead	
	358516018	Play_2d_pv045_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv045_3D_BossDead	
	359596707	Play_SP_Hikou_Haneyasume			\Default Work Unit\SE\SKILL\Play_SP_Hikou_Haneyasume	
	365956620	Play_2d_pv053_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv053_3D_EnemyDead	
	371325577	Play_Condition_Jyoutaiijyou_Up			\Default Work Unit\SE\SKILL\Play_Condition_Jyoutaiijyou_Up	
	372058879	Play_2d_pv106_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv106_3D_Dead	
	373269212	Play_2d_pv040_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv040_3D_EnemyDead	
	375355298	Play_2d_pv125_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv125_3D_EnemyDead	
	379151625	Play_2d_pv142_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv142_3D_EnemyDead	
	379376351	Play_BGM_Title			\Default Work Unit\BGM\Play_BGM_Title	
	381193677	Play_2d_pv115_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv115_3D_EnemyDead	
	388668730	Stop_SEAWAVE			\Default Work Unit\BGM\Stop_SEAWAVE	
	388778561	Play_2d_pv133_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv133_3D_EnemyDead	
	394020757	Play_2d_pv124_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv124_3D_EnemyDead	
	402111739	Play_SE_RESULT_CHARM_SLOT_SIGN			\Default Work Unit\SE\RESULT\Play_SE_RESULT_CHARM_SLOT_SIGN	
	404265775	Play_2d_pv080_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv080_3D	
	406949621	Play_SP_Esper_Terepooto			\Default Work Unit\SE\SKILL\Play_SP_Esper_Terepooto	
	409333761	Play_SP_Hagane_Aianteeru			\Default Work Unit\SE\SKILL\Play_SP_Hagane_Aianteeru	
	414008483	Play_2d_pv109_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv109_3D_Resurrect	
	415144623	Play_2d_pv138_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv138_3D_Resurrect	
	418520578	Play_2d_pv081_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv081_3D_BossDead	
	427180163	Play_2d_pv013_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv013_3D_Resurrect	
	427335958	Play_2d_pv148_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv148_3D_BossDead	
	432046996	Play_SP_Normal_Nemuru			\Default Work Unit\SE\SKILL\Play_SP_Normal_Nemuru	
	433696808	Play_2d_pv139_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv139_3D_Resurrect	
	447763166	Play_SP_Mushi_Itowohaku			\Default Work Unit\SE\SKILL\Play_SP_Mushi_Itowohaku	
	451260726	Play_ESP_Esper_Saikosyokku			\Default Work Unit\SE\SKILL\Play_ESP_Esper_Saikosyokku	
	452045044	Play_2d_pv081_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv081_3D	
	452584374	Play_SP_Normal_Hikkaku			\Default Work Unit\SE\SKILL\Play_SP_Normal_Hikkaku	
	453444243	Play_SE_SPARRING_SKILL_SIGN			\Default Work Unit\SE\SPARRING\Play_SE_SPARRING_SKILL_SIGN	
	456518822	Play_2d_pv107_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv107_3D_EnemyDead	
	457391109	Play_2d_pv020_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv020_3D_Resurrect	
	468598125	Play_2d_pv132_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv132_3D	
	469631547	Play_2d_pv080_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv080_3D_BossDead	
	470764381	Play_2d_pv011_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv011_3D_Resurrect	
	477825208	Play_SE_BATTLE_WAZA_OK_3			\Default Work Unit\SE\BATTLE\Play_SE_BATTLE_WAZA_OK_3	
	477825209	Play_SE_BATTLE_WAZA_OK_2			\Default Work Unit\SE\BATTLE\Play_SE_BATTLE_WAZA_OK_2	
	478359382	Play_2d_pv095_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv095_3D_EnemyDead	
	480569296	Play_2d_pv096_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv096_3D	
	484673760	Play_SP_Mushi_Itowohaku_Hit			\Default Work Unit\SE\SKILL\Play_SP_Mushi_Itowohaku_Hit	
	484759068	Play_2d_pv079_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv079_3D_Dead	
	492254691	Play_SP_Normal_Hukitobasi			\Default Work Unit\SE\SKILL\Play_SP_Normal_Hukitobasi	
	493655697	Play_BM_Ghost			\Default Work Unit\SE\SKILL\Play_BM_Ghost	
	494780325	Play_2d_pv011_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv011_3D_BossDead	
	496134667	Play_2d_pv083_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv083_3D_Dead	
	503283246	Play_2d_pv002_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv002_3D_Dead	
	503857591	Play_SE_BATTLE_MESSAGE_IN			\Default Work Unit\SE\BATTLE\Play_SE_BATTLE_MESSAGE_IN	
	505987838	Play_SP_Kusa_Happakattar_Hit			\Default Work Unit\SE\SKILL\Play_SP_Kusa_Happakattar_Hit	
	511562348	Play_2d_pv057_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv057_3D_Dead	
	531394705	Play_ME_COOKING			\Default Work Unit\ME\Play_ME_COOKING	
	535799675	Play_2d_pv047_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv047_3D_Dead	
	538267149	Play_SE_BASE_OBJECT_GET			\Default Work Unit\SE\BASE\Play_SE_BASE_OBJECT_GET	
	541448139	Play_2d_pv102_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv102_3D_Dead	
	541518641	Play_SE_BASE_OBJECT_SET			\Default Work Unit\SE\BASE\Play_SE_BASE_OBJECT_SET	
	541721881	Play_2d_pv051_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv051_3D_BossDead	
	555558174	Play_2d_pv064_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv064_3D_Dead	
	557580709	Play_2d_pv027_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv027_3D_Dead	
	559290634	Play_2d_pv042_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv042_3D_Dead	
	562878962	Play_2d_pv099_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv099_3D_EnemyDead	
	570698728	Play_2d_pv140_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv140_3D_Resurrect	
	575658612	Play_SP_Kakutou_Tobihizageri			\Default Work Unit\SE\SKILL\Play_SP_Kakutou_Tobihizageri	
	600913021	Play_SP_Normal_Hakaikousen_Hit			\Default Work Unit\SE\SKILL\Play_SP_Normal_Hakaikousen_Hit	
	604426182	Play_2d_pv098_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv098_3D_Resurrect	
	607292419	Play_2d_pv036_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv036_3D_Dead	
	610068658	Play_BR_Esper			\Default Work Unit\SE\SKILL\Play_BR_Esper	
	617157314	Play_2d_pv037_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv037_3D_EnemyDead	
	617190457	Play_2d_pv020_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv020_3D	
	620086026	Play_Condition_Jyoutaiijyou_Down			\Default Work Unit\SE\SKILL\Play_Condition_Jyoutaiijyou_Down	
	621252661	Play_2d_pv036_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv036_3D_EnemyDead	
	623583726	Play_SE_BASE_POT_BREAK			\Default Work Unit\SE\BASE\Play_SE_BASE_POT_BREAK	
	626399995	Play_BR_Mushi			\Default Work Unit\SE\SKILL\Play_BR_Mushi	
	627780942	Play_SE_CATALOG_FALL			\Default Work Unit\SE\CATALOG\Play_SE_CATALOG_FALL	
	627851521	Play_2d_pv118_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv118_3D_Resurrect	
	635095654	Play_2d_pv103_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv103_3D_Dead	
	638936585	Play_2d_pv024_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv024_3D_BossDead	
	640354762	Play_SP_Jimen_Dorobakudan_Hit			\Default Work Unit\SE\SKILL\Play_SP_Jimen_Dorobakudan_Hit	
	646924058	Play_2d_pv032_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv032_3D	
	647334436	Play_2d_pv045_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv045_3D	
	648256241	Play_SP_Aku_Kamikudaku			\Default Work Unit\SE\SKILL\Play_SP_Aku_Kamikudaku	
	655112439	Play_SP_Normal_Katakunaru			\Default Work Unit\SE\SKILL\Play_SP_Normal_Katakunaru	
	655837039	Play_SP_Fairy_TensinoKissu			\Default Work Unit\SE\SKILL\Play_SP_Fairy_TensinoKissu	
	656024421	Play_2d_pv051_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv051_3D	
	657185650	Play_2d_pv009_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv009_3D_BossDead	
	662400581	Play_SP_Hikou_Goddobaado			\Default Work Unit\SE\SKILL\Play_SP_Hikou_Goddobaado	
	663500288	Play_2d_pv094_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv094_3D_BossDead	
	668080688	Play_2d_pv113_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv113_3D	
	669755680	Play_2d_pv053_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv053_3D_Dead	
	685388986	Play_2d_pv129_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv129_3D_Dead	
	685758022	Play_2d_pv021_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv021_3D	
	689989616	Play_SP_Ghost_Sitadenameru			\Default Work Unit\SE\SKILL\Play_SP_Ghost_Sitadenameru	
	690802679	Play_2d_pv071_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv071_3D	
	698515743	Play_2d_pv030_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv030_3D_EnemyDead	
	699902834	Play_2d_pv094_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv094_3D	
	702041022	Play_SP_Normal_Jibaku			\Default Work Unit\SE\SKILL\Play_SP_Normal_Jibaku	
	703165110	Play_SP_Esper_Saikobureiku			\Default Work Unit\SE\SKILL\Play_SP_Esper_Saikobureiku	
	703803426	Play_2d_pv050_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv050_3D	
	706301073	Play_2d_pv092_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv092_3D_Dead	
	709358729	Play_SP_Iwa_Rokkuburasuto			\Default Work Unit\SE\SKILL\Play_SP_Iwa_Rokkuburasuto	
	710846180	Play_2d_pv123_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv123_3D_EnemyDead	
	721810701	Play_2d_pv091_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv091_3D_BossDead	
	726607832	Play_Voice_2d_pv150			\Default Work Unit\VOICE\Play_Voice_2d_pv150	
	726607833	Play_Voice_2d_pv151			\Default Work Unit\VOICE\Play_Voice_2d_pv151	
	732120144	Play_SP_Kusa_Yadoriginotane			\Default Work Unit\SE\SKILL\Play_SP_Kusa_Yadoriginotane	
	733641026	Play_ME_GAME_OVER			\Default Work Unit\ME\Play_ME_GAME_OVER	
	740379366	Play_SE_BASE_TREASURE_TOUCH			\Default Work Unit\SE\BASE\Play_SE_BASE_TREASURE_TOUCH	
	743385410	Play_Voice_2d_pv149			\Default Work Unit\VOICE\Play_Voice_2d_pv149	
	743385411	Play_Voice_2d_pv148			\Default Work Unit\VOICE\Play_Voice_2d_pv148	
	743385416	Play_Voice_2d_pv143			\Default Work Unit\VOICE\Play_Voice_2d_pv143	
	743385417	Play_Voice_2d_pv142			\Default Work Unit\VOICE\Play_Voice_2d_pv142	
	743385418	Play_Voice_2d_pv141			\Default Work Unit\VOICE\Play_Voice_2d_pv141	
	743385419	Play_Voice_2d_pv140			\Default Work Unit\VOICE\Play_Voice_2d_pv140	
	743385420	Play_Voice_2d_pv147			\Default Work Unit\VOICE\Play_Voice_2d_pv147	
	743385421	Play_Voice_2d_pv146			\Default Work Unit\VOICE\Play_Voice_2d_pv146	
	743385422	Play_Voice_2d_pv145			\Default Work Unit\VOICE\Play_Voice_2d_pv145	
	743385423	Play_Voice_2d_pv144			\Default Work Unit\VOICE\Play_Voice_2d_pv144	
	748243836	Play_SE_BASE_COOK_START			\Default Work Unit\SE\BASE\Play_SE_BASE_COOK_START	
	750039430	Play_2d_pv068_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv068_3D_EnemyDead	
	751626979	Play_2d_pv035_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv035_3D_Resurrect	
	752877566	Play_SE_STORY_OP_BREAKDOWN			\Default Work Unit\SE\STORY\Play_SE_STORY_OP_BREAKDOWN	
	753389802	Play_2d_pv082_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv082_3D_EnemyDead	
	755693097	Play_SP_Mushi_Tonbogaeri			\Default Work Unit\SE\SKILL\Play_SP_Mushi_Tonbogaeri	
	758152928	Play_SP_Denki_Kaminaripanti			\Default Work Unit\SE\SKILL\Play_SP_Denki_Kaminaripanti	
	758211841	Play_2d_pv064_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv064_3D	
	758908169	Play_2d_pv019_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv019_3D	
	761619276	Play_2d_pv098_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv098_3D_BossDead	
	765964331	Play_2d_pv145_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv145_3D_Resurrect	
	773532116	Play_2d_pv134_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv134_3D_Dead	
	773764808	Play_SP_Dragon_Tatumaki			\Default Work Unit\SE\SKILL\Play_SP_Dragon_Tatumaki	
	774985772	Play_2d_pv084_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv084_3D_EnemyDead	
	781833033	Play_2d_pv043_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv043_3D_EnemyDead	
	782901105	Play_2d_pv028_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv028_3D	
	793718272	Play_Voice_2d_pv114			\Default Work Unit\VOICE\Play_Voice_2d_pv114	
	793718273	Play_Voice_2d_pv115			\Default Work Unit\VOICE\Play_Voice_2d_pv115	
